subject, StimLat, CurrentTask, TaskCondition, chooseSequence, block, trial, ThisITI, SetSize, ShownLocs, AllColors, ShownColors, ProbeType, ProbeMatch, ChosenProbeColor, CorrectProbeColor, correctResp, ProbeLoc, probert, msecProbeRT, probeACC, response, error, scannerStart, runStart, trialStart, stimStart, probeStart, stimFlip, SeqStartTime, Onset, centralJitter, LastITI, matchCond
103, Left, 2, Precision, 11, 2, 2, 2, 5, [5 6 7 8 9], [68 29 3 59 43], [29 43 3 59 68], 2, 99, 3, 3, 3, 7, 9999, NA, 2, 1, -2, 1.634540e+06, 1.634546e+06, 1.634554e+06, 1.634556e+06, 1.634557e+06, 1.634556e+06, 9.500000e+00, 1.550000e+01, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 3, 1.500000e+00, 7, [2 3 4 5 6 7 8], [53 134 117 112 135 150 116], [112 135 116 53 117 134 150], 2, 99, 5, 117, 117, 6, 9999, NA, 15, 132, 15, 1.634540e+06, 1.634546e+06, 1.634563e+06, 1.634565e+06, 1.634566e+06, 1.634565e+06, 1.850000e+01, 2.450000e+01, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 4, 1.500000e+00, 4, [6 7 8 9], [9 122 106 64], [122 9 64 106], 2, 99, 4, 106, 106, 9, 9999, NA, 8, 114, 8, 1.634540e+06, 1.634546e+06, 1.634572e+06, 1.634574e+06, 1.634575e+06, 1.634574e+06, 2.750000e+01, 3.350000e+01, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 5, 2.500000e+00, 4, [2 3 4 5], [144 14 13 35], [35 13 144 14], 2, 99, 2, 13, 13, 3, 9999, NA, 1, 14, 1, 1.634540e+06, 1.634546e+06, 1.634581e+06, 1.634584e+06, 1.634585e+06, 1.634584e+06, 3.750000e+01, 4.350000e+01, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 6, 3, 3, [3 4 5], [124 12 159], [124 12 159], 2, 99, 2, 12, 12, 4, 9999, NA, 5, 7, -5, 1.634540e+06, 1.634546e+06, 1.634591e+06, 1.634594e+06, 1.634596e+06, 1.634594e+06, 48, 54, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 7, 1, 5, [5 6 7 8 9], [44 79 72 73 87], [73 87 79 44 72], 2, 99, 5, 72, 72, 9, 9999, NA, 22, 94, 22, 1.634540e+06, 1.634546e+06, 1.634602e+06, 1.634603e+06, 1.634604e+06, 1.634603e+06, 5.650000e+01, 6.250000e+01, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 8, 1.500000e+00, 3, [3 4 5], [11 4 144], [144 4 11], 2, 99, 2, 4, 4, 4, 9999, NA, 0, 4, 0, 1.634540e+06, 1.634546e+06, 1.634610e+06, 1.634612e+06, 1.634613e+06, 1.634612e+06, 6.550000e+01, 7.150000e+01, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 9, 1, 1, 6, 139, 139, 2, 99, 1, 139, 139, 6, 9999, NA, 2, 141, 2, 1.634540e+06, 1.634546e+06, 1.634619e+06, 1.634620e+06, 1.634622e+06, 1.634620e+06, 74, 80, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 10, 1.500000e+00, 3, [3 4 5], [152 153 104], [104 153 152], 2, 99, 2, 153, 153, 4, 9999, NA, 10, 163, 10, 1.634540e+06, 1.634546e+06, 1.634628e+06, 1.634629e+06, 1.634631e+06, 1.634629e+06, 83, 89, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 11, 1, 7, [3 4 5 6 7 8 9], [82 100 139 142 20 49 72], [72 20 82 139 49 142 100], 2, 99, 6, 142, 142, 8, 9999, NA, 0, 142, 0, 1.634540e+06, 1.634546e+06, 1.634637e+06, 1.634638e+06, 1.634639e+06, 1.634638e+06, 9.150000e+01, 9.750000e+01, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 12, 1, 1, 1, 19, 19, 2, 99, 1, 19, 19, 1, 9999, NA, 4, 15, -4, 1.634540e+06, 1.634546e+06, 1.634645e+06, 1.634646e+06, 1.634648e+06, 1.634646e+06, 100, 106, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 13, 1.500000e+00, 5, [2 3 4 5 6], [122 127 130 93 79], [127 79 130 122 93], 2, 99, 3, 130, 130, 4, 9999, NA, 9, 121, -9, 1.634540e+06, 1.634546e+06, 1.634654e+06, 1.634655e+06, 1.634657e+06, 1.634655e+06, 109, 115, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 14, 1, 1, 2, 116, 116, 2, 99, 1, 116, 116, 2, 9999, NA, 4, 120, 4, 1.634540e+06, 1.634546e+06, 1.634663e+06, 1.634664e+06, 1.634665e+06, 1.634664e+06, 1.175000e+02, 1.235000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 15, 1, 5, [3 4 5 6 7], [73 4 23 95 43], [73 4 43 23 95], 2, 99, 4, 23, 23, 6, 9999, NA, 5, 18, -5, 1.634540e+06, 1.634546e+06, 1.634671e+06, 1.634672e+06, 1.634674e+06, 1.634672e+06, 126, 132, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 16, 1, 1, 7, 9, 9, 2, 99, 1, 9, 9, 7, 9999, NA, 2, 7, -2, 1.634540e+06, 1.634546e+06, 1.634680e+06, 1.634681e+06, 1.634682e+06, 1.634681e+06, 1.345000e+02, 1.405000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 17, 1.500000e+00, 5, [2 3 4 5 6], [153 121 165 154 106], [154 153 106 121 165], 2, 99, 1, 154, 154, 2, 9999, NA, 15, 139, -15, 1.634540e+06, 1.634546e+06, 1.634688e+06, 1.634690e+06, 1.634691e+06, 1.634690e+06, 1.435000e+02, 1.495000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 18, 2, 1, 4, 47, 47, 2, 99, 1, 47, 47, 4, 9999, NA, 17, 64, 17, 1.634540e+06, 1.634546e+06, 1.634697e+06, 1.634699e+06, 1.634701e+06, 1.634699e+06, 153, 159, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 19, 4.500000e+00, 1, 1, 62, 62, 2, 99, 1, 62, 62, 1, 9999, NA, 8, 54, -8, 1.634540e+06, 1.634546e+06, 1.634707e+06, 1.634711e+06, 1.634713e+06, 1.634711e+06, 165, 171, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 20, 1.500000e+00, 4, [2 3 4 5], [98 116 124 69], [69 98 124 116], 2, 99, 1, 69, 69, 2, 9999, NA, 21, 48, -21, 1.634540e+06, 1.634546e+06, 1.634719e+06, 1.634720e+06, 1.634722e+06, 1.634720e+06, 174, 180, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 21, 1, 4, [2 3 4 5], [36 117 32 9], [9 32 36 117], 2, 99, 1, 9, 9, 2, 9999, NA, 1, 10, 1, 1.634540e+06, 1.634546e+06, 1.634728e+06, 1.634729e+06, 1.634730e+06, 1.634729e+06, 1.825000e+02, 1.885000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 22, 2, 4, [5 6 7 8], [59 117 174 38], [174 117 38 59], 2, 99, 3, 38, 38, 7, 9999, NA, 13, 25, -13, 1.634540e+06, 1.634546e+06, 1.634736e+06, 1.634738e+06, 1.634740e+06, 1.634738e+06, 192, 198, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 23, 1.500000e+00, 3, [3 4 5], [111 129 121], [129 111 121], 2, 99, 2, 111, 111, 4, 9999, NA, 7, 104, -7, 1.634540e+06, 1.634546e+06, 1.634746e+06, 1.634747e+06, 1.634749e+06, 1.634747e+06, 201, 207, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 24, 1, 3, [4 5 6], [158 84 98], [98 84 158], 2, 99, 1, 98, 98, 4, 9999, NA, 4, 94, -4, 1.634540e+06, 1.634546e+06, 1.634755e+06, 1.634756e+06, 1.634757e+06, 1.634756e+06, 2.095000e+02, 2.155000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 25, 2.500000e+00, 5, [1 2 3 4 5], [61 142 166 74 80], [61 142 74 166 80], 2, 99, 2, 142, 142, 2, 9999, NA, 6, 136, -6, 1.634540e+06, 1.634546e+06, 1.634763e+06, 1.634766e+06, 1.634767e+06, 1.634766e+06, 2.195000e+02, 2.255000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 26, 1, 5, [3 4 5 6 7], [96 91 119 62 158], [158 119 62 96 91], 2, 99, 5, 91, 91, 7, 9999, NA, 4, 95, 4, 1.634540e+06, 1.634546e+06, 1.634773e+06, 1.634774e+06, 1.634776e+06, 1.634774e+06, 228, 234, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 27, 1.500000e+00, 5, [2 3 4 5 6], [164 170 57 82 59], [164 59 82 170 57], 2, 99, 3, 82, 82, 4, 9999, NA, 5, 77, -5, 1.634540e+06, 1.634546e+06, 1.634782e+06, 1.634783e+06, 1.634785e+06, 1.634783e+06, 237, 243, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 28, 2, 5, [4 5 6 7 8], [33 98 143 140 64], [33 64 140 143 98], 2, 99, 3, 140, 140, 6, 9999, NA, 8, 132, -8, 1.634540e+06, 1.634546e+06, 1.634791e+06, 1.634793e+06, 1.634794e+06, 1.634793e+06, 2.465000e+02, 2.525000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 29, 1, 7, [1 2 3 4 5 6 7], [113 109 43 111 87 131 135], [111 135 131 87 113 43 109], 2, 99, 1, 111, 111, 1, 9999, NA, 7, 118, 7, 1.634540e+06, 1.634546e+06, 1.634800e+06, 1.634801e+06, 1.634803e+06, 1.634801e+06, 255, 261, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 30, 7, 1, 7, 132, 132, 2, 99, 1, 132, 132, 7, 9999, NA, 1, 131, -1, 1.634540e+06, 1.634546e+06, 1.634809e+06, 1.634816e+06, 1.634817e+06, 1.634816e+06, 2.695000e+02, 2.755000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 31, 1, 5, [1 2 3 4 5], [53 111 70 106 88], [53 111 88 70 106], 2, 99, 4, 70, 70, 4, 9999, NA, 10, 80, 10, 1.634540e+06, 1.634546e+06, 1.634823e+06, 1.634824e+06, 1.634826e+06, 1.634824e+06, 278, 284, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 32, 1, 7, [1 2 3 4 5 6 7], [67 98 157 104 82 75 146], [157 82 104 98 146 75 67], 2, 99, 4, 98, 98, 4, 9999, NA, 21, 119, 21, 1.634540e+06, 1.634546e+06, 1.634832e+06, 1.634833e+06, 1.634834e+06, 1.634833e+06, 2.865000e+02, 2.925000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 33, 2.500000e+00, 1, 7, 4, 4, 2, 99, 1, 4, 4, 7, 9999, NA, 2, 2, -2, 1.634540e+06, 1.634546e+06, 1.634840e+06, 1.634843e+06, 1.634844e+06, 1.634843e+06, 2.965000e+02, 3.025000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 34, 3, 4, [1 2 3 4], [87 94 64 74], [87 94 74 64], 2, 99, 1, 87, 87, 1, 9999, NA, 1, 88, 1, 1.634540e+06, 1.634546e+06, 1.634850e+06, 1.634853e+06, 1.634855e+06, 1.634853e+06, 307, 313, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 35, 2, 4, [5 6 7 8], [115 152 72 138], [115 72 152 138], 2, 99, 1, 115, 115, 5, 9999, NA, 2, 113, -2, 1.634540e+06, 1.634546e+06, 1.634861e+06, 1.634863e+06, 1.634864e+06, 1.634863e+06, 3.165000e+02, 3.225000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 36, 3, 1, 9, 125, 125, 2, 99, 1, 125, 125, 9, 9999, NA, 2, 123, -2, 1.634540e+06, 1.634546e+06, 1.634870e+06, 1.634873e+06, 1.634875e+06, 1.634873e+06, 327, 333, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 37, 1, 1, 2, 45, 45, 2, 99, 1, 45, 45, 2, 9999, NA, 6, 51, 6, 1.634540e+06, 1.634546e+06, 1.634881e+06, 1.634882e+06, 1.634883e+06, 1.634882e+06, 3.355000e+02, 3.415000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 38, 3, 4, [3 4 5 6], [130 31 178 67], [130 31 178 67], 2, 99, 2, 31, 31, 4, 9999, NA, 18, 49, 18, 1.634540e+06, 1.634546e+06, 1.634889e+06, 1.634892e+06, 1.634894e+06, 1.634892e+06, 346, 352, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 39, 2.500000e+00, 4, [6 7 8 9], [25 4 73 52], [52 4 25 73], 2, 99, 2, 4, 4, 7, 9999, NA, 1, 3, -1, 1.634540e+06, 1.634546e+06, 1.634900e+06, 1.634902e+06, 1.634904e+06, 1.634902e+06, 356, 362, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 40, 3.500000e+00, 4, [2 3 4 5], [7 99 8 179], [7 99 8 179], 2, 99, 3, 8, 8, 4, 9999, NA, 1, 9, 1, 1.634540e+06, 1.634546e+06, 1.634910e+06, 1.634913e+06, 1.634915e+06, 1.634913e+06, 367, 373, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 41, 2, 4, [2 3 4 5], [155 30 48 106], [106 155 30 48], 2, 99, 3, 30, 30, 4, 9999, NA, 5, 35, 5, 1.634540e+06, 1.634546e+06, 1.634921e+06, 1.634923e+06, 1.634924e+06, 1.634923e+06, 3.765000e+02, 3.825000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 42, 2, 7, [1 2 3 4 5 6 7], [147 102 97 175 10 140 39], [10 147 39 102 140 97 175], 2, 99, 7, 175, 175, 7, 9999, NA, 174, 1, -174, 1.634540e+06, 1.634546e+06, 1.634930e+06, 1.634932e+06, 1.634934e+06, 1.634932e+06, 386, 392, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 43, 2.500000e+00, 7, [2 3 4 5 6 7 8], [78 124 64 116 75 135 146], [116 78 135 64 75 124 146], 2, 99, 5, 75, 75, 6, 9999, NA, 67, 142, 67, 1.634540e+06, 1.634546e+06, 1.634940e+06, 1.634942e+06, 1.634944e+06, 1.634942e+06, 396, 402, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 44, 1.500000e+00, 7, [3 4 5 6 7 8 9], [95 149 179 73 7 88 44], [149 179 88 7 95 73 44], 2, 99, 3, 88, 88, 5, 9999, NA, 8, 96, 8, 1.634540e+06, 1.634546e+06, 1.634950e+06, 1.634951e+06, 1.634953e+06, 1.634951e+06, 405, 411, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 45, 1.500000e+00, 3, [3 4 5], [155 68 159], [68 155 159], 2, 99, 2, 155, 155, 4, 9999, NA, 3, 152, -3, 1.634540e+06, 1.634546e+06, 1.634959e+06, 1.634960e+06, 1.634962e+06, 1.634960e+06, 414, 420, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 46, 1, 7, [1 2 3 4 5 6 7], [13 99 97 164 37 98 18], [164 99 13 98 37 18 97], 2, 99, 4, 98, 98, 4, 9999, NA, 3, 95, -3, 1.634540e+06, 1.634546e+06, 1.634968e+06, 1.634969e+06, 1.634970e+06, 1.634969e+06, 4.225000e+02, 4.285000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 47, 1, 3, [4 5 6], [14 59 147], [59 14 147], 2, 99, 1, 59, 59, 4, 9999, NA, 2, 61, 2, 1.634540e+06, 1.634546e+06, 1.634976e+06, 1.634977e+06, 1.634979e+06, 1.634977e+06, 431, 437, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 48, 1, 4, [4 5 6 7], [96 178 70 48], [48 178 70 96], 2, 99, 3, 70, 70, 6, 9999, NA, 16, 86, 16, 1.634540e+06, 1.634546e+06, 1.634985e+06, 1.634986e+06, 1.634987e+06, 1.634986e+06, 4.395000e+02, 4.455000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 49, 1.500000e+00, 3, [5 6 7], [121 45 159], [45 121 159], 2, 99, 3, 159, 159, 7, 9999, NA, 16, 143, -16, 1.634540e+06, 1.634546e+06, 1.634993e+06, 1.634995e+06, 1.634996e+06, 1.634995e+06, 4.485000e+02, 4.545000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 50, 2, 7, [2 3 4 5 6 7 8], [73 36 136 19 69 90 97], [69 90 36 136 97 19 73], 2, 99, 6, 19, 19, 7, 9999, NA, 60, 79, 60, 1.634540e+06, 1.634546e+06, 1.635002e+06, 1.635004e+06, 1.635006e+06, 1.635004e+06, 458, 464, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 51, 2, 7, [1 2 3 4 5 6 7], [37 122 173 174 87 162 114], [87 114 37 122 173 174 162], 2, 99, 5, 173, 173, 5, 9999, NA, 167, 6, -167, 1.634540e+06, 1.634546e+06, 1.635012e+06, 1.635014e+06, 1.635015e+06, 1.635014e+06, 4.675000e+02, 4.735000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 52, 1.500000e+00, 3, [6 7 8], [154 60 69], [154 69 60], 2, 99, 1, 154, 154, 6, 9999, NA, 11, 143, -11, 1.634540e+06, 1.634546e+06, 1.635021e+06, 1.635023e+06, 1.635024e+06, 1.635023e+06, 4.765000e+02, 4.825000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 53, 2.500000e+00, 1, 5, 179, 179, 2, 99, 1, 179, 179, 5, 9999, NA, 1, 180, 1, 1.634540e+06, 1.634546e+06, 1.635030e+06, 1.635033e+06, 1.635034e+06, 1.635033e+06, 4.865000e+02, 4.925000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 54, 4.500000e+00, 3, [6 7 8], [90 137 25], [90 137 25], 2, 99, 1, 90, 90, 6, 9999, NA, 5, 95, 5, 1.634540e+06, 1.634546e+06, 1.635040e+06, 1.635045e+06, 1.635046e+06, 1.635045e+06, 4.985000e+02, 5.045000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 55, 3.500000e+00, 1, 2, 29, 29, 2, 99, 1, 29, 29, 2, 9999, NA, 1, 30, 1, 1.634540e+06, 1.634546e+06, 1.635052e+06, 1.635056e+06, 1.635057e+06, 1.635056e+06, 5.095000e+02, 5.155000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 56, 2.500000e+00, 3, [6 7 8], [29 168 55], [168 29 55], 2, 99, 1, 168, 168, 6, 9999, NA, 3, 165, -3, 1.634540e+06, 1.634546e+06, 1.635063e+06, 1.635066e+06, 1.635067e+06, 1.635066e+06, 5.195000e+02, 5.255000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 57, 2, 7, [2 3 4 5 6 7 8], [119 40 158 97 83 149 122], [40 158 149 119 97 83 122], 2, 99, 2, 158, 158, 3, 9999, NA, 2, 156, -2, 1.634540e+06, 1.634546e+06, 1.635073e+06, 1.635075e+06, 1.635077e+06, 1.635075e+06, 529, 535, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 58, 2.500000e+00, 5, [5 6 7 8 9], [47 114 144 125 70], [70 144 114 47 125], 2, 99, 4, 47, 47, 8, 9999, NA, 18, 65, 18, 1.634540e+06, 1.634546e+06, 1.635083e+06, 1.635085e+06, 1.635087e+06, 1.635085e+06, 539, 545, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 59, 1, 7, [1 2 3 4 5 6 7], [78 47 133 22 44 162 145], [47 162 133 145 44 22 78], 2, 99, 6, 22, 22, 6, 9999, NA, 83, 105, 83, 1.634540e+06, 1.634546e+06, 1.635093e+06, 1.635094e+06, 1.635095e+06, 1.635094e+06, 5.475000e+02, 5.535000e+02, 0, 6.500000e+00, NA
103, Left, 2, Precision, 11, 2, 60, 1, 5, [5 6 7 8 9], [171 87 62 147 113], [62 147 87 113 171], 2, 99, 4, 113, 113, 8, 9999, NA, 0, 113, 0, 1.634540e+06, 1.634546e+06, 1.635101e+06, 1.635102e+06, 1.635104e+06, 1.635102e+06, 556, 562, 0, 6.500000e+00, NA
103, Left, 1, SpatialChangeDetection, 6, 3, 1, 0, 3, [3 4 5], [1 21 41 61 81 101 121 141 160], [81 1 101], 1, 2, 3, 101, 2, 3, 1.257981e+00, 1258, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635216e+06, 1.635216e+06, 1.635217e+06, 1.635216e+06, 0, 6, 0, 8.500000e+00, lure
103, Left, 1, SpatialChangeDetection, 6, 3, 2, 3, 1, 5, [1 21 41 61 81 101 121 141 160], 21, 1, 1, 1, 21, 1, 5, 5.274991e-01, 527, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635219e+06, 1.635222e+06, 1.635224e+06, 1.635222e+06, 6.500000e+00, 1.250000e+01, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 3, 1, 1, 8, [1 21 41 61 81 101 121 141 160], 141, 1, 1, 1, 141, 1, 8, 5.030250e-01, 503, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635226e+06, 1.635227e+06, 1.635228e+06, 1.635227e+06, 11, 17, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 4, 1.500000e+00, 4, [2 3 4 5], [1 21 41 61 81 101 121 141 160], [121 81 1 160], 1, 2, 3, 1, 2, 5, 6.880422e-01, 688, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635230e+06, 1.635232e+06, 1.635233e+06, 1.635232e+06, 16, 22, 0, 8.500000e+00, lure
103, Left, 1, SpatialChangeDetection, 6, 3, 5, 1, 3, [7 8 9], [1 21 41 61 81 101 121 141 160], [160 21 101], 1, 1, 1, 160, 1, 7, 6.245092e-01, 625, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635235e+06, 1.635236e+06, 1.635238e+06, 1.635236e+06, 2.050000e+01, 2.650000e+01, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 6, 1.500000e+00, 1, 4, [1 21 41 61 81 101 121 141 160], 101, 1, 2, 9, 121, 2, 4, 5.810675e-01, 581, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635240e+06, 1.635241e+06, 1.635243e+06, 1.635241e+06, 2.550000e+01, 3.150000e+01, 0, 8.500000e+00, novel non-match
103, Left, 1, SpatialChangeDetection, 6, 3, 7, 1, 1, 5, [1 21 41 61 81 101 121 141 160], 1, 1, 1, 1, 1, 1, 5, 4.979274e-01, 498, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635245e+06, 1.635246e+06, 1.635247e+06, 1.635246e+06, 30, 36, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 8, 1, 7, [2 3 4 5 6 7 8], [1 21 41 61 81 101 121 141 160], [101 1 21 121 141 81 160], 1, 2, 3, 21, 2, 2, 7.205824e-01, 721, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635249e+06, 1.635250e+06, 1.635252e+06, 1.635250e+06, 3.450000e+01, 4.050000e+01, 0, 8.500000e+00, lure
103, Left, 1, SpatialChangeDetection, 6, 3, 9, 2, 7, [3 4 5 6 7 8 9], [1 21 41 61 81 101 121 141 160], [121 1 160 81 101 141 61], 1, 1, 4, 81, 1, 6, 1.212104e+00, 1212, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635254e+06, 1.635256e+06, 1.635257e+06, 1.635256e+06, 40, 46, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 10, 2, 5, [4 5 6 7 8], [1 21 41 61 81 101 121 141 160], [101 160 141 41 1], 1, 2, 9, 21, 2, 8, 6.679031e-01, 668, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635259e+06, 1.635261e+06, 1.635263e+06, 1.635261e+06, 4.550000e+01, 5.150000e+01, 0, 8.500000e+00, novel non-match
103, Left, 1, SpatialChangeDetection, 6, 3, 11, 1.500000e+00, 7, [1 2 3 4 5 6 7], [1 21 41 61 81 101 121 141 160], [121 141 21 1 41 160 81], 1, 1, 5, 41, 1, 5, 9.923011e-01, 992, 0, 2, NA, 1.635210e+06, 1.635216e+06, 1.635265e+06, 1.635266e+06, 1.635268e+06, 1.635266e+06, 5.050000e+01, 5.650000e+01, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 12, 1, 4, [3 4 5 6], [1 21 41 61 81 101 121 141 160], [41 160 121 21], 1, 1, 1, 41, 1, 3, 8.752842e-01, 875, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635270e+06, 1.635271e+06, 1.635272e+06, 1.635271e+06, 55, 61, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 13, 1, 3, [5 6 7], [1 21 41 61 81 101 121 141 160], [1 121 21], 1, 2, 9, 141, 2, 7, 6.506857e-01, 651, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635274e+06, 1.635275e+06, 1.635277e+06, 1.635275e+06, 5.950000e+01, 6.550000e+01, 0, 8.500000e+00, novel non-match
103, Left, 1, SpatialChangeDetection, 6, 3, 14, 1, 5, [2 3 4 5 6], [1 21 41 61 81 101 121 141 160], [81 141 121 41 160], 1, 2, 9, 1, 2, 2, 7.716728e-01, 772, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635279e+06, 1.635280e+06, 1.635281e+06, 1.635280e+06, 64, 70, 0, 8.500000e+00, novel non-match
103, Left, 1, SpatialChangeDetection, 6, 3, 15, 4.500000e+00, 7, [3 4 5 6 7 8 9], [1 21 41 61 81 101 121 141 160], [61 21 121 41 141 81 1], 1, 1, 3, 121, 1, 5, 1.106674e+00, 1107, 0, 2, NA, 1.635210e+06, 1.635216e+06, 1.635283e+06, 1.635288e+06, 1.635289e+06, 1.635288e+06, 72, 78, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 16, 1.500000e+00, 1, 3, [1 21 41 61 81 101 121 141 160], 141, 1, 1, 1, 141, 1, 3, 4.444012e-01, 444, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635291e+06, 1.635293e+06, 1.635294e+06, 1.635293e+06, 77, 83, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 17, 2, 1, 4, [1 21 41 61 81 101 121 141 160], 101, 1, 1, 1, 101, 1, 4, 4.615423e-01, 462, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635296e+06, 1.635298e+06, 1.635300e+06, 1.635298e+06, 8.250000e+01, 8.850000e+01, 0, 8.500000e+00, match
103, Left, 1, SpatialChangeDetection, 6, 3, 18, 2.500000e+00, 3, [7 8 9], [1 21 41 61 81 101 121 141 160], [61 141 160], 1, 2, 3, 160, 2, 7, 7.161607e-01, 716, 1, 2, NA, 1.635210e+06, 1.635216e+06, 1.635302e+06, 1.635304e+06, 1.635306e+06, 1.635304e+06, 8.850000e+01, 9.450000e+01, 0, 8.500000e+00, lure
103, Left, 1, SpatialChangeDetection, 6, 3, 19, 2.500000e+00, 1, 2, [1 21 41 61 81 101 121 141 160], 160, 1, 1, 1, 160, 1, 2, 5.157307e-01, 516, 1, 1, NA, 1.635210e+06, 1.635216e+06, 1.635308e+06, 1.635310e+06, 1.635312e+06, 1.635310e+06, 9.450000e+01, 1.005000e+02, 0, 8.500000e+00, match
