onset	duration	block	counterbalance	ChosenProbeColor	CorrectProbeColor	CurrentTask	LastITI	ProbeLoc	ProbeMatch	ProbeType	SeqStartTime	SetSize	ThisITI	centralJitter	chooseSequence	correctResp	error	msecProbeRT	probeACC	probeStart	probert	response	runStart	scannerStart	stimFlip	stimStart	subject	trialStart
169.0	3.5	3	1	1	61	1	8.5	4	2	1	163.0	3	2.5	0	6	2	None	648.0	1	1635380.0	0.6484281	2	1635216.0	1635210.0	1635379.0	1635379.0	103	1635376.0
177.0	3.5	3	1	9	21	1	8.5	3	2	1	171.0	7	4.5	0	6	2	None	808.0	0	1635388.0	0.8082206000000001	1	1635216.0	1635210.0	1635387.0	1635387.0	103	1635382.0
183.0	3.5	3	1	3	121	1	8.5	4	1	1	177.0	5	2.5	0	6	1	None	1030.0	0	1635394.0	1.0301209999999998	2	1635216.0	1635210.0	1635393.0	1635393.0	103	1635390.0
187.5	3.5	3	1	2	1	1	8.5	6	1	1	181.5	4	1.0	0	6	1	None	1219.0	1	1635399.0	1.2188940000000001	1	1635216.0	1635210.0	1635397.0	1635397.0	103	1635396.0
193.5	3.5	3	1	9	41	1	8.5	8	2	1	187.5	3	2.5	0	6	2	None	857.0	1	1635405.0	0.8572464	2	1635216.0	1635210.0	1635403.0	1635403.0	103	1635401.0
198.5	3.5	3	1	9	21	1	8.5	4	2	1	192.5	3	1.5	0	6	2	None	690.0	1	1635410.0	0.6902060999999999	2	1635216.0	1635210.0	1635408.0	1635408.0	103	1635407.0
203.5	3.5	3	1	2	41	1	8.5	4	1	1	197.5	7	1.5	0	6	1	None	886.0	1	1635415.0	0.8864885	1	1635216.0	1635210.0	1635413.0	1635413.0	103	1635412.0
208.0	3.5	3	1	3	61	1	8.5	3	1	1	202.0	5	1.0	0	6	1	None	774.0	0	1635419.0	0.7739406	2	1635216.0	1635210.0	1635418.0	1635418.0	103	1635417.0
213.0	3.5	3	1	9	1	1	8.5	5	2	1	207.0	3	1.5	0	6	2	None	757.0	1	1635424.0	0.757303	2	1635216.0	1635210.0	1635423.0	1635423.0	103	1635421.0
217.5	3.5	3	1	3	41	1	8.5	6	2	1	211.5	3	1.0	0	6	2	None	797.0	1	1635429.0	0.7965992	2	1635216.0	1635210.0	1635427.0	1635427.0	103	1635426.0
222.0	3.5	3	1	1	160	1	8.5	7	2	1	216.0	7	1.0	0	6	2	None	734.0	1	1635433.0	0.7343427	2	1635216.0	1635210.0	1635432.0	1635432.0	103	1635431.0
226.5	3.5	3	1	1	101	1	8.5	1	1	1	220.5	1	1.0	0	6	1	None	549.0	1	1635438.0	0.5486789000000001	1	1635216.0	1635210.0	1635436.0	1635436.0	103	1635435.0
231.0	3.5	3	1	3	121	1	8.5	4	1	1	225.0	7	1.0	0	6	1	None	1070.0	0	1635442.0	1.070331	2	1635216.0	1635210.0	1635441.0	1635441.0	103	1635440.0
235.5	3.5	3	1	9	61	1	8.5	5	2	1	229.5	4	1.0	0	6	2	None	569.0	1	1635447.0	0.5689974	2	1635216.0	1635210.0	1635445.0	1635445.0	103	1635444.0
242.0	3.5	3	1	3	81	1	8.5	5	2	1	236.0	5	3.0	0	6	2	None	792.0	1	1635453.0	0.7916887	2	1635216.0	1635210.0	1635452.0	1635452.0	103	1635449.0
247.5	3.5	3	1	1	1	1	8.5	3	1	1	241.5	7	2.0	0	6	1	None	796.0	1	1635459.0	0.796048	1	1635216.0	1635210.0	1635457.0	1635457.0	103	1635455.0
252.0	3.5	3	1	9	141	1	8.5	3	2	1	246.0	3	1.0	0	6	2	None	727.0	1	1635463.0	0.7267226999999999	2	1635216.0	1635210.0	1635462.0	1635462.0	103	1635461.0
257.5	3.5	3	1	9	21	1	8.5	9	2	1	251.5	1	2.0	0	6	2	None	791.0	0	1635469.0	0.7907665	1	1635216.0	1635210.0	1635467.0	1635467.0	103	1635465.0
263.0	3.5	3	1	9	101	1	8.5	1	2	1	257.0	1	2.0	0	6	2	None	549.0	1	1635474.0	0.5494857	2	1635216.0	1635210.0	1635473.0	1635473.0	103	1635471.0
268.5	3.5	3	1	1	101	1	8.5	4	1	1	262.5	5	2.0	0	6	1	None	803.0	1	1635480.0	0.8034643	1	1635216.0	1635210.0	1635478.0	1635478.0	103	1635476.0
277.5	3.5	3	1	9	1	1	8.5	5	2	1	271.5	5	5.5	0	6	2	None	864.0	1	1635489.0	0.8639379999999999	2	1635216.0	1635210.0	1635487.0	1635487.0	103	1635482.0
282.0	3.5	3	1	3	61	1	8.5	4	1	1	276.0	3	1.0	0	6	1	None	691.0	1	1635493.0	0.6907358	1	1635216.0	1635210.0	1635492.0	1635492.0	103	1635491.0
286.5	3.5	3	1	9	101	1	8.5	3	2	1	280.5	3	1.0	0	6	2	None	628.0	1	1635498.0	0.6277203	2	1635216.0	1635210.0	1635496.0	1635496.0	103	1635495.0
291.5	3.5	3	1	9	121	1	8.5	6	2	1	285.5	5	1.5	0	6	2	None	791.0	1	1635503.0	0.7911838999999999	2	1635216.0	1635210.0	1635501.0	1635501.0	103	1635500.0
297.5	3.5	3	1	1	160	1	8.5	2	1	1	291.5	4	2.5	0	6	1	None	772.0	1	1635509.0	0.7721115	1	1635216.0	1635210.0	1635507.0	1635507.0	103	1635505.0
303.0	3.5	3	1	1	121	1	8.5	9	2	1	297.0	4	2.0	0	6	2	None	933.0	1	1635514.0	0.9329731	2	1635216.0	1635210.0	1635513.0	1635513.0	103	1635511.0
308.5	3.5	3	1	1	1	1	8.5	3	1	1	302.5	5	2.0	0	6	1	None	583.0	1	1635520.0	0.582907	1	1635216.0	1635210.0	1635518.0	1635518.0	103	1635516.0
313.5	3.5	3	1	1	121	1	8.5	7	2	1	307.5	4	1.5	0	6	2	None	1187.0	1	1635525.0	1.186972	2	1635216.0	1635210.0	1635523.0	1635523.0	103	1635522.0
318.5	3.5	3	1	1	81	1	8.5	2	1	1	312.5	7	1.5	0	6	1	None	798.0	1	1635530.0	0.7984698	1	1635216.0	1635210.0	1635528.0	1635528.0	103	1635527.0
324.0	3.5	3	1	1	81	1	8.5	4	1	1	318.0	1	2.0	0	6	1	None	542.0	1	1635535.0	0.5417414	1	1635216.0	1635210.0	1635534.0	1635534.0	103	1635532.0
