onset	duration	block	counterbalance	ChosenProbeColor	CorrectProbeColor	CurrentTask	LastITI	ProbeLoc	ProbeMatch	ProbeType	SeqStartTime	SetSize	ThisITI	centralJitter	chooseSequence	correctResp	error	msecProbeRT	probeACC	probeStart	probert	response	runStart	scannerStart	stimFlip	stimStart	subject	trialStart
159.0	3.5	5	1	4	101	1	6.0	4	1	1	153.0	5	1.0	0	11	1	None	826.0	1	1636401.0	0.825723	1	1636247.0	1636241.0	1636400.0	1636400.0	103	1636399.0
164.5	3.5	5	1	9	1	1	6.0	1	2	1	158.5	1	2.0	0	11	2	None	427.0	1	1636407.0	0.4269482	2	1636247.0	1636241.0	1636405.0	1636405.0	103	1636404.0
169.0	3.5	5	1	1	121	1	6.0	8	1	1	163.0	1	1.0	0	11	1	None	721.0	1	1636411.0	0.7213575	1	1636247.0	1636241.0	1636410.0	1636410.0	103	1636409.0
174.5	3.5	5	1	4	121	1	6.0	5	1	1	168.5	7	2.0	0	11	1	None	1669.0	1	1636417.0	1.668718	1	1636247.0	1636241.0	1636415.0	1636415.0	103	1636414.0
181.5	3.5	5	1	1	41	1	6.0	3	1	1	175.5	4	3.5	0	11	1	None	884.0	1	1636424.0	0.8840399999999999	1	1636247.0	1636241.0	1636422.0	1636422.0	103	1636419.0
186.0	3.5	5	1	1	21	1	6.0	8	2	1	180.0	4	1.0	0	11	2	None	794.0	1	1636428.0	0.7935827	2	1636247.0	1636241.0	1636427.0	1636427.0	103	1636426.0
191.0	3.5	5	1	9	121	1	6.0	3	2	1	185.0	4	1.5	0	11	2	None	637.0	1	1636433.0	0.6369219	2	1636247.0	1636241.0	1636432.0	1636432.0	103	1636431.0
197.5	3.5	5	1	1	21	1	6.0	3	1	1	191.5	5	3.0	0	11	1	None	1103.0	0	1636440.0	1.102751	2	1636247.0	1636241.0	1636438.0	1636438.0	103	1636436.0
203.0	3.5	5	1	9	21	1	6.0	8	2	1	197.0	1	2.0	0	11	2	None	603.0	1	1636445.0	0.6025598000000001	2	1636247.0	1636241.0	1636444.0	1636444.0	103	1636442.0
208.0	3.5	5	1	2	81	1	6.0	4	2	1	202.0	5	1.5	0	11	2	None	1538.0	1	1636450.0	1.538115	2	1636247.0	1636241.0	1636449.0	1636449.0	103	1636448.0
213.5	3.5	5	1	9	141	1	6.0	2	2	1	207.5	1	2.0	0	11	2	None	562.0	1	1636456.0	0.5623375	2	1636247.0	1636241.0	1636454.0	1636454.0	103	1636453.0
218.5	3.5	5	1	9	81	1	6.0	4	2	1	212.5	3	1.5	0	11	2	None	969.0	1	1636461.0	0.968816	2	1636247.0	1636241.0	1636459.0	1636459.0	103	1636458.0
223.0	3.5	5	1	1	141	1	6.0	7	2	1	217.0	5	1.0	0	11	2	None	1457.0	1	1636465.0	1.4570809999999998	2	1636247.0	1636241.0	1636464.0	1636464.0	103	1636463.0
227.5	3.5	5	1	3	81	1	6.0	6	2	1	221.5	7	1.0	0	11	2	None	1713.0	0	1636470.0	1.7134610000000001	1	1636247.0	1636241.0	1636468.0	1636468.0	103	1636468.0
232.0	3.5	5	1	5	1	1	6.0	6	1	1	226.0	7	1.0	0	11	1	None	862.0	1	1636474.0	0.8616610999999998	1	1636247.0	1636241.0	1636473.0	1636473.0	103	1636472.0
239.5	3.5	5	1	2	1	1	6.0	3	1	1	233.5	3	4.0	0	11	1	None	639.0	1	1636482.0	0.6393837	1	1636247.0	1636241.0	1636480.0	1636480.0	103	1636477.0
246.5	3.5	5	1	1	160	1	6.0	6	1	1	240.5	1	3.5	0	11	1	None	567.0	1	1636489.0	0.5671465	1	1636247.0	1636241.0	1636487.0	1636487.0	103	1636484.0
251.5	3.5	5	1	3	101	1	6.0	3	1	1	245.5	7	1.5	0	11	1	None	966.0	1	1636494.0	0.9656544	1	1636247.0	1636241.0	1636492.0	1636492.0	103	1636491.0
257.5	3.5	5	1	6	121	1	6.0	6	1	1	251.5	7	2.5	0	11	1	None	638.0	1	1636500.0	0.6377991	1	1636247.0	1636241.0	1636498.0	1636498.0	103	1636496.0
262.0	3.5	5	1	2	101	1	6.0	7	1	1	256.0	3	1.0	0	11	1	None	624.0	1	1636504.0	0.6237454000000001	1	1636247.0	1636241.0	1636503.0	1636503.0	103	1636502.0
267.5	3.5	5	1	4	41	1	6.0	8	1	1	261.5	5	2.0	0	11	1	None	861.0	0	1636510.0	0.8613196	2	1636247.0	1636241.0	1636508.0	1636508.0	103	1636507.0
272.5	3.5	5	1	4	101	1	6.0	4	1	1	266.5	5	1.5	0	11	1	None	726.0	1	1636515.0	0.7260308000000001	1	1636247.0	1636241.0	1636513.0	1636513.0	103	1636512.0
277.0	3.5	5	1	2	1	1	6.0	4	1	1	271.0	3	1.0	0	11	1	None	671.0	1	1636519.0	0.6709199	1	1636247.0	1636241.0	1636518.0	1636518.0	103	1636517.0
283.0	3.5	5	1	3	160	1	6.0	8	1	1	277.0	3	2.5	0	11	1	None	664.0	1	1636525.0	0.6643624	1	1636247.0	1636241.0	1636524.0	1636524.0	103	1636522.0
287.5	3.5	5	1	2	61	1	6.0	4	1	1	281.5	4	1.0	0	11	1	None	760.0	0	1636530.0	0.7600659000000001	2	1636247.0	1636241.0	1636528.0	1636528.0	103	1636528.0
292.0	3.5	5	1	1	141	1	6.0	3	1	1	286.0	1	1.0	0	11	1	None	580.0	1	1636534.0	0.5800715999999999	1	1636247.0	1636241.0	1636533.0	1636533.0	103	1636532.0
296.5	3.5	5	1	3	121	1	6.0	1	2	1	290.5	5	1.0	0	11	2	None	716.0	1	1636539.0	0.7158028000000001	2	1636247.0	1636241.0	1636537.0	1636537.0	103	1636537.0
303.0	3.5	5	1	2	1	1	6.0	6	2	1	297.0	4	3.0	0	11	2	None	716.0	1	1636545.0	0.7162613	2	1636247.0	1636241.0	1636544.0	1636544.0	103	1636541.0
309.0	3.5	5	1	3	141	1	6.0	5	1	1	303.0	7	2.5	0	11	1	None	879.0	0	1636551.0	0.8787016	2	1636247.0	1636241.0	1636550.0	1636550.0	103	1636548.0
314.5	3.5	5	1	3	1	1	6.0	8	1	1	308.5	3	2.0	0	11	1	None	850.0	1	1636557.0	0.8497633	1	1636247.0	1636241.0	1636555.0	1636555.0	103	1636554.0
319.0	3.5	5	1	4	160	1	6.0	4	1	1	313.0	4	1.0	0	11	1	None	685.0	1	1636561.0	0.6851725000000001	1	1636247.0	1636241.0	1636560.0	1636560.0	103	1636559.0
326.5	3.5	5	1	9	21	1	6.0	3	2	1	320.5	4	4.0	0	11	2	None	714.0	1	1636569.0	0.7137446	2	1636247.0	1636241.0	1636567.0	1636567.0	103	1636564.0
