cluster_id,peak_x,peak_y,peak_z,peak_value,volume_mm,aal,desikan_killiany,harvard_oxford
1.0,-2.459953725337982,32.79437303543091,24.492310345172882,881.0468139648438,5633373.572845459,Cingulate_Ant_L,Unknown,55.0% Left_Cingulate_Gyrus_anterior_division; 43.0% Left_Paracingulate_Gyrus
