cluster_id,peak_x,peak_y,peak_z,cluster_mean,volume_mm,aal,desikan_killiany,harvard_oxford
1.0,-2.459953725337982,32.79437303543091,24.492310345172882,127.49140960042914,5633373.572845459,75.81% no_label,76.81% Unknown; 5.17% Right-Cerebral-White-Matter; 5.15% Left-Cerebral-White-Matter,69.42% no_label
